E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_221.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_221.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_221.jpg, -0.2627595, 1, 0, 11.48909
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_325.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_325.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_325.jpg, -0.008284222, 1, 0, 12.82464
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_424.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_424.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_424.jpg, -0.0338451, 1, 0, 14.17823
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_533.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_533.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_533.jpg, -0.3328941, 1, 0, 15.03644
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_638.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_638.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_638.jpg, -0.6356421, 1, 0, 15.93257
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_744.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_744.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_744.jpg, -0.9938616, 1, 0, 16.78098
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_855.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_855.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_855.jpg, -0.6675479, 1, 0, 17.90075
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_57_972.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_57_972.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_57_972.jpg, -0.3076538, 1, 0, 19.18054
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_079.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_079.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_079.jpg, 0, 0.6874933, 0, 19.73059
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_187.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_187.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_187.jpg, 0, 1, 0, 20.87748
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_292.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_292.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_292.jpg, 0, 1, 0, 21.89832
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_395.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_395.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_395.jpg, 0, 0.7252735, 0, 22.59501
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_500.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_500.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_500.jpg, 0, 0.4168543, 0, 22.91816
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_608.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_608.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_608.jpg, 0, 0.05351741, 0, 22.80555
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_786.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_786.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_786.jpg, 0, 0.578632, 0, 23.56577
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_889.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_889.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_889.jpg, -0.3172011, 0.8958331, 0, 24.24943
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_58_994.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_58_994.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_58_994.jpg, -0.03490889, 1, 0, 25.19739
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_104.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_104.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_104.jpg, 0, 1, 0, 26.34086
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_212.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_212.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_212.jpg, 0, 1, 0, 27.28414
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_315.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_315.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_315.jpg, 0, 1, 0, 28.218
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_428.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_428.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_428.jpg, -0.05304001, 1, 0, 29.32565
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_533.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_533.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_533.jpg, -0.3662382, 1, 0, 30.10648
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_638.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_638.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_638.jpg, -0.6439362, 1, 0, 30.12979
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_755.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_755.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_755.jpg, -0.2533695, 1, 0, 30.19348
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_867.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_867.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_867.jpg, 0, 1, 0, 30.1885
E:\simulator-windows-64\IMG\center_2020_11_21_19_20_59_973.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_20_59_973.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_20_59_973.jpg, 0, 1, 0, 30.19018
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_084.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_084.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_084.jpg, 0, 1, 0, 30.19033
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_207.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_207.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_207.jpg, 0, 1, 0, 30.19034
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_315.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_315.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_315.jpg, 0, 1, 0, 30.18983
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_423.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_423.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_423.jpg, 0, 1, 0, 30.19032
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_533.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_533.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_533.jpg, -0.3313581, 1, 0, 30.16857
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_642.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_642.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_642.jpg, -0.03932282, 1, 0, 30.1906
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_756.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_756.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_756.jpg, 0, 1, 0, 30.19013
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_859.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_859.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_859.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_00_963.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_00_963.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_00_963.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_082.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_082.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_082.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_183.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_183.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_183.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_292.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_292.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_292.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_397.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_397.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_397.jpg, -0.2847669, 1, 0, 30.1757
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_509.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_509.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_509.jpg, -0.5846106, 1, 0, 30.14638
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_636.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_636.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_636.jpg, -0.211221, 1, 0, 30.19313
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_743.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_743.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_743.jpg, 0, 1, 0, 30.18855
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_855.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_855.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_855.jpg, 0, 1, 0, 30.18961
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_01_954.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_01_954.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_01_954.jpg, 0, 1, 0, 30.18949
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_059.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_059.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_059.jpg, 0.279522, 1, 0, 30.1749
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_170.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_170.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_170.jpg, 0.6423452, 1, 0, 30.13248
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_278.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_278.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_278.jpg, 0.3498176, 1, 0, 30.19057
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_389.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_389.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_389.jpg, 0, 1, 0, 30.1888
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_493.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_493.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_493.jpg, -0.3139779, 1, 0, 30.15944
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_596.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_596.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_596.jpg, -0.5922282, 1, 0, 30.1284
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_700.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_700.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_700.jpg, -0.3478452, 1, 0, 30.18496
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_800.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_800.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_800.jpg, -0.04951891, 1, 0, 30.19025
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_02_903.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_02_903.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_02_903.jpg, 0, 1, 0, 30.18979
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_013.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_013.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_013.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_121.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_121.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_121.jpg, 0, 1, 0, 30.19024
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_232.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_232.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_232.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_333.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_333.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_333.jpg, -0.3007944, 1, 0, 30.17351
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_438.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_438.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_438.jpg, -0.507702, 1, 0, 30.15505
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_544.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_544.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_544.jpg, -0.1575417, 1, 0, 30.19328
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_647.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_647.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_647.jpg, 0, 1, 0, 30.18912
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_755.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_755.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_755.jpg, 0, 1, 0, 30.19018
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_855.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_855.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_855.jpg, 0, 1, 0, 30.19054
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_03_957.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_03_957.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_03_957.jpg, 0, 1, 0, 30.19029
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_063.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_063.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_063.jpg, 0, 1, 0, 30.19
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_166.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_166.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_166.jpg, 0, 1, 0, 30.19032
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_275.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_275.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_275.jpg, 0, 1, 0, 30.19028
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_386.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_386.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_386.jpg, 0, 1, 0, 30.19031
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_486.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_486.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_486.jpg, 0, 1, 0, 30.1903
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_592.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_592.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_592.jpg, 0, 1, 0, 30.19026
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_696.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_696.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_696.jpg, -0.2834163, 1, 0, 30.17484
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_798.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_798.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_798.jpg, -0.04019911, 1, 0, 30.19035
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_04_901.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_04_901.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_04_901.jpg, 0, 1, 0, 30.19023
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_009.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_009.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_009.jpg, 0, 1, 0, 30.19032
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_112.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_112.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_112.jpg, 0, 1, 0, 30.19056
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_217.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_217.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_217.jpg, 0, 1, 0, 30.19042
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_319.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_319.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_319.jpg, 0, 1, 0, 30.19014
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_419.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_419.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_419.jpg, -0.2682819, 1, 0, 30.17681
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_524.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_524.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_524.jpg, -0.4728012, 1, 0, 30.16685
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_634.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_634.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_634.jpg, -0.1416855, 1, 0, 30.1939
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_737.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_737.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_737.jpg, 0, 1, 0, 30.18872
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_845.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_845.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_845.jpg, 0, 1, 0, 30.18904
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_05_950.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_05_950.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_05_950.jpg, 0, 0.9690325, 0, 30.19011
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_051.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_051.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_051.jpg, 0, 0.6668527, 0, 30.12275
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_156.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_156.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_156.jpg, 0, 0.38462, 0, 30.04568
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_260.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_260.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_260.jpg, 0.2114664, 0.07042007, 0, 29.79136
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_368.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_368.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_368.jpg, 0, 0, 0, 29.43651
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_469.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_469.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_469.jpg, 0, 0, 0, 29.13989
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_578.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_578.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_578.jpg, 0, 0, 0, 28.84702
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_683.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_683.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_683.jpg, 0, 0, 0, 28.49973
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_786.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_786.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_786.jpg, 0, 0, 0, 28.21359
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_891.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_891.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_891.jpg, 0, 0, 0, 27.93036
E:\simulator-windows-64\IMG\center_2020_11_21_19_21_06_999.jpg, E:\simulator-windows-64\IMG\left_2020_11_21_19_21_06_999.jpg, E:\simulator-windows-64\IMG\right_2020_11_21_19_21_06_999.jpg, 0, 0.2932158, 0, 27.91935
